ref,context,premise,example,judgment,comment,index
tha-modal-evid23c,deo-pos-5,na,tha-modal-23c,infelicitous,,67
tha-modal-evid24,deo-nnec-1,na,tha-modal-24,felicitous,,68
tha-modal-evid25,deo-nnec-2,na,tha-modal-25,felicitous,,69
tha-modal-evid26,deo-imp-1,na,tha-modal-26,felicitous,,70
tha-modal-evid26b,deo-imp-1,na,tha-modal-26b,felicitous,,71
tha-modal-evid26c,deo-imp-1,na,tha-modal-26c,felicitous,,72
tha-modal-evid27,deo-imp-2,na,tha-modal-27,felicitous,strongly preferred,73
tha-modal-evid27b,deo-imp-2,na,tha-modal-27b,felicitous,,74
tha-modal-evid27c,deo-imp-2,na,tha-modal-27c,felicitous,marginal,75
tha-modal-evid28,tel-nec-1,na,tha-modal-28,felicitous,,76
tha-modal-evid29,tel-nec-2,na,tha-modal-29,felicitous,,77
tha-modal-evid29b,tel-nec-2,na,tha-modal-29b,felicitous,,78
tha-modal-evid29c,tel-nec-2,na,tha-modal-29c,felicitous,,79
tha-modal-evid29d,tel-nec-2,na,tha-modal-29d,felicitous,,80
tha-modal-evid30,tel-nec-3,na,tha-modal-30,felicitous,,81
tha-modal-evid30b,tel-nec-3,na,tha-modal-30b,felicitous,,82
tha-modal-evid31,tel-wn-1,na,tha-modal-31,felicitous,,83
tha-modal-evid31b,tel-wn-1,na,tha-modal-31b,felicitous,,84
tha-modal-evid32,tel-wn-2,na,tha-modal-32,felicitous,,85
tha-modal-evid32b,tel-wn-2,na,tha-modal-32b,felicitous,,86
tha-modal-evid33,tel-wn-3,na,tha-modal-33,felicitous,,87
tha-modal-evid33b,tel-wn-3,na,tha-modal-33b,felicitous,,88
tha-modal-evid34,tel-pos-1,na,tha-modal-34,felicitous,,89
tha-modal-evid34b,tel-pos-1,na,tha-modal-34b,felicitous,,90
tha-modal-evid34c,tel-pos-1,na,tha-modal-34c,infelicitous,,91
tha-modal-evid35,tel-pos-2,na,tha-modal-35,felicitous,,92
tha-modal-evid35b,tel-pos-2,na,tha-modal-35b,felicitous,,93
tha-modal-evid36,tel-pos-3,na,tha-modal-36,felicitous,,94
tha-modal-evid36b,tel-pos-3,na,tha-modal-36b,felicitous,,95
tha-modal-evid37,tel-nnec-1,na,tha-modal-37,felicitous,,96
tha-modal-evid37b,tel-nnec-1,na,tha-modal-37b,felicitous,,97
tha-modal-evid37c,tel-nnec-1,na,tha-modal-37c,felicitous,,98
tha-modal-evid38,tel-imp-1,na,tha-modal-38,felicitous,,99
tha-modal-evid38b,tel-imp-1,na,tha-modal-38b,felicitous,,100
tha-modal-evid38c,tel-imp-1,na,tha-modal-38c,felicitous,,101
tha-modal-evid38d,tel-imp-1,na,tha-modal-38d,infelicitous,,102
tha-modal-evid39,tel-imp-2,na,tha-modal-39,felicitous,,103
tha-modal-evid39b,tel-imp-2,na,tha-modal-39b,felicitous,,104
tha-modal-evid40,cir-nec-1,na,tha-modal-40,felicitous,,105
tha-modal-evid40b,cir-nec-1,na,tha-modal-40b,felicitous,,106
tha-modal-evid41,cir-nec-2,na,tha-modal-41,felicitous,,107
tha-modal-evid41b,cir-nec-2,na,tha-modal-41b,felicitous,,108
tha-modal-evid42,cir-nec-3,na,tha-modal-42,felicitous,,109
tha-modal-evid42b,cir-nec-3,na,tha-modal-42b,felicitous,,110
tha-modal-evid42c,cir-nec-3,na,tha-modal-42c,felicitous,,111
tha-modal-evid43,cir-pos-1,na,tha-modal-43,felicitous,,112
tha-modal-evid43b,cir-pos-1,na,tha-modal-43b,felicitous,,113
tha-modal-evid44,cir-pos-2,na,tha-modal-44,felicitous,,114
tha-modal-evid45,cir-pos-3,na,tha-modal-45,felicitous,,115
tha-modal-evid45b,cir-pos-3,na,tha-modal-45b,felicitous,,116
tha-modal-evid45c,cir-pos-3,na,tha-modal-45c,felicitous,,117
tha-modal-evid46,cir-pos-4,na,tha-modal-46,felicitous,,118
tha-modal-evid46b,cir-pos-4,na,tha-modal-46b,felicitous,,119
tha-modal-evid46c,cir-pos-4,na,tha-modal-46c,felicitous,,120
tha-modal-evid47,cir-pos-5,na,tha-modal-47,felicitous,,121
tha-modal-evid48,cir-nnec-1,na,tha-modal-48,felicitous,,122
tha-modal-evid48b,cir-nnec-1,na,tha-modal-48b,felicitous,,123
tha-modal-evid48c,cir-nnec-1,na,tha-modal-48c,felicitous,,124
tha-modal-evid49,cir-nnec-3,na,tha-modal-49,felicitous,,125
tha-modal-evid50,cir-imp-1,na,tha-modal-50,felicitous,,126
tha-modal-evid50b,cir-imp-1,na,tha-modal-50b,felicitous,,127
tha-modal-evid50c,cir-imp-1,na,tha-modal-50c,infelicitous,,128
tha-modal-evid51,cir-imp-2,na,tha-modal-51,felicitous,,129
tha-modal-evid51b,cir-imp-2,na,tha-modal-51b,felicitous,,130
tha-modal-evid52,bou-nec-1,na,tha-modal-52,felicitous,,131
tha-modal-evid52b,bou-nec-1,na,tha-modal-52b,felicitous,,132
tha-modal-evid53,bou-nec-2,na,tha-modal-53,felicitous,,133
tha-modal-evid54,bou-nec-3,na,tha-modal-54,felicitous,,134
