expression,force,flavor,can_express,evidence,polarity,syntactically_negated,full_form,notes
cần phải,strong,teleological,1,"vie-modal-evid30, vie-modal-evid31, vie-modal-evid32",positive,no,cần phải,
cần phải,weak necessity,teleological,0,vie-modal-evid33b,positive,no,cần phải,
cần phải,weak,teleological,?,,positive,no,cần phải,
cần phải,strong,circumstantial,1,"vie-modal-evid42, vie-modal-evid43",positive,no,cần phải,
cần phải,weak,circumstantial,?,,positive,no,cần phải,
cần phải,strong,bouletic,1,vie-modal-evid54b,positive,no,cần phải,
cần,strong,epistemic,?,,positive,no,cần,
cần,weak necessity,epistemic,?,,positive,no,cần,
cần,weak,epistemic,?,,positive,no,cần,
cần,strong,deontic,?,,positive,no,cần,
cần,weak necessity,deontic,?,,positive,no,cần,
cần,weak,deontic,?,,positive,no,cần,
cần,strong,teleological,?,,positive,no,cần,
cần,weak necessity,teleological,?,,positive,no,cần,
cần,weak,teleological,?,,positive,no,cần,
cần,strong,circumstantial,?,,positive,no,cần,
cần,weak,circumstantial,?,,positive,no,cần,
cần,strong,bouletic,1,vie-modal-evid54d,positive,no,cần,
cần phải,strong,epistemic,?,,negative,high,NEG + cần phải,
cần phải,weak necessity,epistemic,?,,negative,high,NEG + cần phải,
cần phải,weak,epistemic,?,,negative,high,NEG + cần phải,
cần phải,strong,deontic,1,"vie-modal-evid26, vie-modal-evid27",negative,high,NEG + cần phải,
cần phải,weak necessity,deontic,?,,negative,high,NEG + cần phải,
cần phải,weak,deontic,?,,negative,high,NEG + cần phải,
cần phải,strong,teleological,1,vie-modal-evid39,negative,high,NEG + cần phải,
cần phải,weak necessity,teleological,?,,negative,high,NEG + cần phải,
cần phải,weak,teleological,?,,negative,high,NEG + cần phải,
cần phải,strong,circumstantial,?,,negative,high,NEG + cần phải,
cần phải,weak,circumstantial,?,,negative,high,NEG + cần phải,
cần phải,strong,bouletic,?,,negative,high,NEG + cần phải,
nên,strong,epistemic,?,,positive,no,nên,
nên,weak necessity,epistemic,?,,positive,no,nên,
nên,weak,epistemic,?,,positive,no,nên,
nên,strong,deontic,?,,positive,no,nên,
nên,weak necessity,deontic,1,"vie-modal-evid17b, vie-modal-evid18b, vie-modal-evid19b",positive,no,nên,
nên,weak,deontic,?,,positive,no,nên,
nên,strong,teleological,?,,positive,no,nên,
nên,weak necessity,teleological,1,"vie-modal-evid33, vie-modal-evid34, vie-modal-evid35",positive,no,nên,
nên,weak,teleological,?,,positive,no,nên,
nên,strong,circumstantial,?,,positive,no,nên,
nên,weak,circumstantial,?,,positive,no,nên,
nên,strong,bouletic,?,,positive,no,nên,
được,strong,epistemic,?,,positive,no,được + V,
được,weak necessity,epistemic,?,,positive,no,được + V,
được,weak,epistemic,?,,positive,no,được + V,
được,strong,deontic,?,,positive,no,được + V,
được,weak necessity,deontic,?,,positive,no,được + V,
được,weak,deontic,1,"vie-modal-evid20b, vie-modal-evid23b",positive,no,được + V,
được,strong,teleological,?,,positive,no,được + V,
được,weak necessity,teleological,?,,positive,no,được + V,
được,weak,teleological,1,vie-modal-evid49c,positive,no,được + V,
được,strong,circumstantial,?,,positive,no,được + V,
được,weak,circumstantial,?,,positive,no,được + V,
được,strong,bouletic,?,,positive,no,được + V,
được.phép,strong,epistemic,?,,positive,no,được.phép + V,Được.phép = is.permitted
được.phép,weak necessity,epistemic,?,,positive,no,được.phép + V,
được.phép,weak,epistemic,?,,positive,no,được.phép + V,
được.phép,strong,deontic,?,,positive,no,được.phép + V,
được.phép,weak necessity,deontic,?,,positive,no,được.phép + V,
được.phép,weak,deontic,1,"vie-modal-evid20c, vie-modal-evid22c, vie-modal-evid24, vie-modal-evid25",positive,no,được.phép + V,
được.phép,strong,teleological,?,,positive,no,được.phép + V,
được.phép,weak necessity,teleological,?,,positive,no,được.phép + V,
được.phép,weak,teleological,?,,positive,no,được.phép + V,
được.phép,strong,circumstantial,?,,positive,no,được.phép + V,
được.phép,weak,circumstantial,?,,positive,no,được.phép + V,
được.phép,strong,bouletic,?,,positive,no,được.phép + V,
có thể được,strong,epistemic,?,,positive,no,có thể + V + được // có thể được + V,
có thể được,weak necessity,epistemic,?,,positive,no,có thể + V + được // có thể được + V,
có thể được,weak,epistemic,?,,positive,no,có thể + V + được // có thể được + V,
có thể được,strong,deontic,?,,positive,no,có thể + V + được // có thể được + V,
có thể được,weak necessity,deontic,?,,positive,no,có thể + V + được // có thể được + V,
có thể được,weak,deontic,1,"vie-modal-evid20, vie-modal-evid21, vie-modal-evid21c, vie-modal-evid25b",positive,no,có thể + V + được // có thể được + V,
có thể được,strong,teleological,?,,positive,no,có thể + V + được // có thể được + V,
có thể được,weak necessity,teleological,?,,positive,no,có thể + V + được // có thể được + V,
có thể được,weak,teleological,1,"vie-modal-evid47, vie-modal-evid48, vie-modal-evid49",positive,no,có thể + V + được // có thể được + V,
có thể được,strong,circumstantial,?,,positive,no,có thể + V + được // có thể được + V,
có thể được,weak,circumstantial,?,,positive,no,có thể + V + được // có thể được + V,
có thể được,strong,bouletic,?,,positive,no,có thể + V + được // có thể được + V,
được.(phép),strong,epistemic,?,,negative,high,NEG + được (phép),
được.(phép),weak necessity,epistemic,?,,negative,high,NEG + được (phép),
được.(phép),weak,epistemic,?,,negative,high,NEG + được (phép),
được.(phép),strong,deontic,?,,negative,high,NEG + được (phép),
được.(phép),weak necessity,deontic,?,,negative,high,NEG + được (phép),
được.(phép),weak,deontic,1,"vie-modal-evid28, vie-modal-evid29",negative,high,NEG + được (phép),
được.(phép),strong,teleological,?,,negative,high,NEG + được (phép),
được.(phép),weak necessity,teleological,?,,negative,high,NEG + được (phép),
được.(phép),weak,teleological,?,,negative,high,NEG + được (phép),
được.(phép),strong,circumstantial,?,,negative,high,NEG + được (phép),
được.(phép),weak,circumstantial,?,,negative,high,NEG + được (phép),
được.(phép),strong,bouletic,?,,negative,high,NEG + được (phép),
có thể,strong,epistemic,1,vie-modal-evid12,negative,low,có thể (là) + NEG,
có thể,weak necessity,epistemic,?,,negative,low,có thể (là) + NEG,
có thể,weak,epistemic,?,,negative,low,có thể (là) + NEG,
có thể,strong,deontic,?,,negative,low,có thể (là) + NEG,
có thể,weak necessity,deontic,?,,negative,low,có thể (là) + NEG,
có thể,weak,deontic,?,,negative,low,có thể (là) + NEG,
có thể,strong,teleological,?,,negative,low,có thể (là) + NEG,
có thể,weak necessity,teleological,?,,negative,low,có thể (là) + NEG,
có thể,weak,teleological,?,,negative,low,có thể (là) + NEG,
có thể,strong,circumstantial,?,,negative,low,có thể (là) + NEG,
có thể,weak,circumstantial,?,,negative,low,có thể (là) + NEG,
có thể,strong,bouletic,?,,negative,low,có thể (là) + NEG,
chắc chắn,strong,epistemic,?,,negative,low,chắc chắn (là) + NEG,
chắc chắn,weak necessity,epistemic,?,,negative,low,chắc chắn (là) + NEG,
chắc chắn,weak,epistemic,1,"vie-modal-evid13, vie-modal-evid14",negative,low,chắc chắn (là) + NEG,
chắc chắn,strong,deontic,?,,negative,low,chắc chắn (là) + NEG,
chắc chắn,weak necessity,deontic,?,,negative,low,chắc chắn (là) + NEG,
chắc chắn,weak,deontic,?,,negative,low,chắc chắn (là) + NEG,
chắc chắn,strong,teleological,?,,negative,low,chắc chắn (là) + NEG,
chắc chắn,weak necessity,teleological,?,,negative,low,chắc chắn (là) + NEG,
chắc chắn,weak,teleological,?,,negative,low,chắc chắn (là) + NEG,
chắc chắn,strong,circumstantial,?,,negative,low,chắc chắn (là) + NEG,
chắc chắn,weak,circumstantial,?,,negative,low,chắc chắn (là) + NEG,
chắc chắn,strong,bouletic,?,,negative,low,chắc chắn (là) + NEG,
thể,strong,epistemic,?,,negative,high,NEG + thể (nào),
thể,weak necessity,epistemic,?,,negative,high,NEG + thể (nào),
thể,weak,epistemic,1,vie-modal-evid14b,negative,high,NEG + thể (nào),
thể,strong,deontic,?,,negative,high,NEG + thể (nào),
thể,weak necessity,deontic,?,,negative,high,NEG + thể (nào),
thể,weak,deontic,?,,negative,high,NEG + thể (nào),
thể,strong,teleological,?,,negative,high,NEG + thể (nào),
thể,weak necessity,teleological,?,,negative,high,NEG + thể (nào),
thể,weak,teleological,?,,negative,high,NEG + thể (nào),
thể,strong,circumstantial,?,,negative,high,NEG + thể (nào),
thể,weak,circumstantial,?,,negative,high,NEG + thể (nào),
thể,strong,bouletic,?,,negative,high,NEG + thể (nào),
