ref,context,words,gloss,translation,comment
pes-modal-16b,deo-nec-2,Lazem      ast                (ke)   Bazdidkonandegan bimarestan ra   ta  sa’at-e    6 tark   be            - kon -and,Necessary be-pres-3sg  (that) visitors 		hospital      acc by clock-ez 6 leave impf.subj-  do  - 3pl,‘(It’s) necessary for visitors to leave the hospital by 6 o’clock’,
pes-modal-16c,deo-nec-2,Majboor hast-and … ,“Forced…”,“Forced…” ,
pes-modal-17,deo-wn-2,Moshtarian          bayad           dast           -  an        - eshan    ra           be          - shur   - and …amma          majbur    n     -  ist               - and,Customers           MOD           hand         -  PL  - POSS.3pl   acc          impf.sub - wash  - 3pl …but       	forced     neg -  be.pres.3sg   - 3pl,"Customers ought to wash theri hands, but they don't have to.","(no particular modal form, complex verbal predicate instead) "
pes-modal-17b,deo-wn-2,#Lazem,MOD,,too strong for weak necessity
pes-modal-18,deo-wn-3,Behtar	ast		(ke)	mask	be-zan-am,Better	be.pres.3sg	that	mask	impf.sub - hit  - 1sg, I OUGHT TO wear a face covering.,
pes-modal-18b,deo-wn-3,Bayad	mask	be-zan-am,MOD	mask	impf.sub - hit  - 1sg, I OUGHT TO wear a face covering.,
pes-modal-19,deo-pos-1,Martin	mi        -  tavan        - ad    (ke)     savar - e   charkh -o- falak  	be        	       -  shav        - ad,Matin	imperf -  MOD.pres - 3sg  (that)   rider - ez  ferris         wheel 	imperf.subj  -  become  -  3sg ,Martin MAY ride the ferris wheel.,
pes-modal-19b,deo-pos-1,Mi       - shav              - ad   ke    Martin    savar - e     charkh-o-falak  	be	      - shav       - ad,Imperf - become.pres - 3sg  that  Martin    rider - ez    ferris    -  wheel         imperf.subj - become - 3sg ,Martin MAY ride the ferris wheel.,
pes-modal-20,deo-pos-2,Mi       - tavan - i 	  be                - ya      - i      dakhel,Imperf - MOD - pres-2sg imperf.subj - come - 2sg  inside,You MAY enter.,
pes-modal-21,deo-pos-3,Mi-tavan-i ,Imperf-MOD-pres-2sg,,
pes-modal-22,deo-pos-5,Mi    -  shav              - ad  ke  Beth  be            - rav - ad    shena 	amma	xod - esh ne   - mi   - tavan - ad,Impf -  become.pres - 3sg C   Beth  imp.subj - go   - 3sg  swim 	but	her - self  neg - imp - can    - 3sg,"Beth is ALLOWED/PERMITTED to go swimming, but she can’t swim.",
pes-modal-22b,deo-pos-5,Beth	ejaze 	 	dar    - ad    ke  	be               - rav - ad   shena  amma ne  - mi       -  tavan - ad,Beth	permission 	have - 3sg   C   	imperf.sub - go  - 3sg  swim  but      neg	- imperf - MOD  - 3sg,"Beth is ALLOWED/PERMITTED to go swimming, but she can’t swim.",
pes-modal-23,deo-nnec-1,Lazem nist…,MOD neg,Not necessary...,
pes-modal-23b,deo-nnec-1,Majboor nist-am…,MOD neg,Not forced...,
pes-modal-23c,deo-nnec-1,Hatman na-bayad,definitely neg-MOD,,"negation of Bayad is only okay if come with adverb ""definitely"".
A deonric impossibility reading can be forced with a certain intonation"
pes-modal-23d,deo-nnec-1,na-bayad hatman,neg-MOD definitely ,,"negation of Bayad is only okay if come with adverb ""definitely""
can only have a deontic non-necessity reading"
pes-modal-24,deo-imp-1,Na  - bayad	bedoon-e	kolah-e 	   imeni    savar-e motor		be-shav-ad ,Neg- MOD	 without-ez	hat-ez     safety	   rider-ez motor		impf.subj-become-3sg,You MUST NOT ride a motor bike without a helmet. ,negating the modal “na-bayad” - bayad embedding a negation
pes-modal-25,deo-imp-2,Na-bayad …,neg-MOD,,
pes-modal-25b,deo-imp-2,Ne-mi-shav-ad,neg-Imperf-become.pres-3sg,,
pes-modal-26,tel-nec-1,"Agar be            - khah - i     az    A be B be          - rav - i,      bayad (hatman) az      in var be	    - rav - i","If      impf.subj - want -2sg from A to B impf.subj - go  - 2sg,  MOD   definitely  from this side Impf.subj - go  - 2sg","If you go from Location A to Location B, you HAVE TO take this road.","Hatman = adverbial [definitely], strengthening bayad. 
Dropping hatman doesn’t make it deontic, but weakens the teleological reading."
pes-modal-26b,tel-nec-1,#majbur,MOD,,
pes-modal-27,tel-nec-2,Bayad + (intonation) / (adverbial modification),MOD,,
pes-modal-27b,tel-nec-2,Majbur,MOD,,“we HAVE TO win”
pes-modal-28,tel-nec-3,Bayad + (intonation) / (adverbial modification),MOD,,
pes-modal-28b,tel-nec-3,#Majbur ,MOD,,
pes-modal-29,tel-wn-1,Bayad,MOD,,
pes-modal-29b,tel-wn-1,Behtar ast ke,Better is that,,
pes-modal-30,tel-wn-2,#bayad ,MOD,,
pes-modal-31,tel-wn-3,Bayad,MOD,,as an invitation
pes-modal-32,tel-pos-1,Mi   - tavan-i     ke     az     masir-e 1 be             -rav-i ,Impf- MOD-2sg that  from  way-ez 1 impf.subj-go-2s,You CAN take way 1.,
pes-modal-32b,tel-pos-1,Mi	- shav	   - ad    az     masir - e 	1  be                - rav - i 		,Imperf	- become - 3sg  by     way   - ez 	1  imperf.subj - go  - 2sg,You CAN take way 1.,
pes-modal-33,tel-pos-2,Mi        - tavan - im,Imperf - MOD - 1pl,,
pes-modal-34,tel-pos-3,Mi        - tavan - i,Imperf - MOD - 2sg,,
pes-modal-35,tel-nnec-1,Ama	 hatman    na   -  bayad 	ba      otubus 	be	       - rav - i ,But 	definitely neg -  must 	with   bus 	imperf.subj - go	  - 2sg    ,“But it’s not the case that you must definitely go by bus”,
pes-modal-35b,tel-nnec-1,Hatman lazem n-ist  - ,definitely MOD neg-be.pres.3sg,,
pes-modal-35c,tel-nnec-1,#lazem n-ist  - ,MOD neg-be.pres.3sg,,"Without hatman, infelicity. “you mustn’t go with bus”, a weaker variant) "
pes-modal-36,tel-imp-1,Ne   - mi   - tavan  - i         az         rah   - e   digar-i         be               - rav - i ,Neg - imp - MOD - 2sg        from        way - ez  another-        imperf.subj - go          - 2sg,you CAN’T take another road,Ne is a special variant of negation that co-occurs with imperfective forms. The normal negation na cannot co-occur with imperfectives. 
pes-modal-36b,tel-imp-1,Ne     - mi     - shav   - ad   az          rah   - e   digar-i         be               - rav - i ,Neg   - impf - MOD -  sg   from         way - ez  another-        imperf.subj - go          - 2sg,you CAN’T take another road,
pes-modal-36c,tel-imp-1,Na    - bayad   az         rah   - e   digar-i         be               - rav - i ,Neg  - MOD   from        way - ez  another-        imperf.subj - go          - 2sg,you CAN’T take another road,
pes-modal-36d,tel-imp-1,Dar  - am    mi         - rav            - am,Aux - 1sg   impf - go.pres - 1sg,you CAN’T take another road,
pes-modal-37,tel-imp-2,Ne   - mi   - tavan  -,Neg - imp - MOD ,,"No negation of Majbur -> majbur n-ist, it would have the reading “The team is not forced to…”"
pes-modal-37b,tel-imp-2,Ne     - mi     - shav   - ,Neg   - impf - MOD,,
pes-modal-37c,tel-imp-2,Na    - bayad,Neg  - MOD,,
pes-modal-37d,tel-imp-2,Dar  - ,Aux,,
pes-modal-38,cir-nec-1,Bayad	 be	        -  rav  - am    dast-shoyi,MOD 	 imperf.subj  -  go   - 1sg   toilet,‘I must go to the toilet’ / ‘I have to go to the toilet’ ,
pes-modal-39,cir-nec-3,Ab       bayad 	az 	khoroji - e    rast   be	      - ya	     - d 	   biroon,Water  mod 	from 	output  - ez  right impf.subj - come - 3sg   out,the water MUST come out from the right output. ,
pes-modal-39b,cir-nec-3,#Lazem - ast  ab az …. ,MOD -  be.pres.3sg water from ...,,
pes-modal-40,cir-pos-1,Derakht	- e     duku 	mi	-  tavan	  - ad	inja 	dar  be		-  y	- ad,Tree	- ez   duku 	imperf  -  MOD   - 3sg 	here 	at    impf.subj	-  come - 3sg,duku trees CAN  grow here.,
pes-modal-40b,cir-pos-1,Mi-shav-ad ,Imperf-mod-3sg ,,
pes-modal-41,cir-pos-2,Amy balad  	   ast              	pasta 	be	     - paz	   - ad,Amy knows.how be.pres.3sg 	pasta  	imperf.sub - cook - 3sg,Amy CAN make traditional Italian pasta,
pes-modal-42,cir-pos-3,Mi	- tavan	-  ad  ,Imperf	- MOD	-  3sg,,
pes-modal-42b,cir-pos-3,#mi - shav - ad ,Imperf-mod-3sg ,,“it is possible for him to walk”
pes-modal-43,cir-pos-4,Mi	- tavan - ad,Imperf	- MOD - 3sg,,
pes-modal-43b,cir-pos-4,#mi-shav-ad,Imperf-mod-3sg ,,“it is possible for him to lift a rock”
pes-modal-44,cir-pos-5,Van-ha-ye mosaferati Mi-tavan-and 20 nafar ro ja be-dah-and,Van-pl-ez travel  imperf-MOD-3sg 20 person acc place impf.subj-give-3pl        ,,
pes-modal-44b,cir-pos-5,#mi-shav-ad,Imperf-mod-3sg ,,
pes-modal-45,cir-nnec-1,Momken 	ast 	ama  	hatmi  	nist 	ke,Possible  	is   	but   	certain 	isn’t 	(that),,
pes-modal-46,cir-imp-1,Ne-mi-tavan-am	jelo-ye		atse-am			ro		be-gir-am,neg-impf-MOD-1sg        front-ez                sneez-POSS.1sg        acc                impf.subj-get-1sg,I CAN’T help sneezing!,
pes-modal-46b,cir-imp-1,Ne mi-tavan-ad na-rav-am dast-shouyi,neg-impf-MOD-3sg neg-go-1sg hand-?,,
pes-modal-47,cir-imp-2,Ne mi-tavan-ad …,neg-impf-MOD-3sg,,
pes-modal-47b,cir-imp-2,Momken n-ist …,Possible neg-be.pres.3sg,,
pes-modal-47c,cir-imp-2,#na bayad,neg MOD,,"doesn’t work, nor does it work when negating embedded verb"
pes-modal-47d,cir-imp-2,# Ab      bayad  az      khoroji - e      rast	  na   - ya      - d	    biroon,   Water mod     from  output  - ez    right  neg - come - 3sg  out,,
pes-modal-48,bou-nec-1,Bayad	be	   - khar	-  am    - esh,Mod	impf.subj - buy	-  2sg   - it,I need to buy it,‘I must(ish)’ with a bouletic flavour 
pes-modal-48b,bou-nec-1,Mi    - xah   - am          be	 - khar	- am  - esh,Impf - want - 1sg Mod impf.subj - buy	- 2sg - it,I want to buy it,‘I want to buy it’
pes-modal-49,bou-nec-2,Mi - xah - am be  - rav - am cinema,Impf - want - 1sg  impf.sub - go  - 1sg cinema,I WANT to go to the cinema., (desire - some sort of rising intonation - vowel lengthening)
pes-modal-49b,bou-nec-2,# Mi - xah - am be  - rav - am cinema,Impf - want - 1sg impf.sub - go - 1sg cinema,I WANT to go to the cinema.,"(plan - stress on the mi, falling and short vowel)"
pes-modal-50,bou-nec-3,Mi-xah-ad,,,
pes-modal-50b,bou-nec-3,#bayad ,,,
