ref,context,premise,example,judgment,comment,index
tgl-modal-evid36,tel-pos-3,na,tgl-modal-36,felicitous,,69
tgl-modal-evid36b,tel-pos-3,na,tgl-modal-36b,felicitous,,70
tgl-modal-evid37,tel-nnec-1,na,tgl-modal-37,felicitous,,71
tgl-modal-evid37b,tel-nnec-1,na,tgl-modal-37b,felicitous,preferred,72
tgl-modal-evid38,tel-imp-1,na,tgl-modal-38,felicitous,,73
tgl-modal-evid39,tel-imp-2,na,tgl-modal-39,felicitous,,74
tgl-modal-evid40,cir-nec-1,na,tgl-modal-40,felicitous,,75
tgl-modal-evid40b,cir-nec-1,na,tgl-modal-40b,felicitous,,76
tgl-modal-evid41,cir-nec-2,na,tgl-modal-41,felicitous,,77
tgl-modal-evid42,cir-nec-3,na,tgl-modal-42,felicitous,,78
tgl-modal-evid42b,cir-nec-3,na,tgl-modal-42b,felicitous,,79
tgl-modal-evid43,cir-pos-1,na,tgl-modal-43,felicitous,,80
tgl-modal-evid43b,cir-pos-1,na,tgl-modal-43b,felicitous,,81
tgl-modal-evid43c,cir-pos-1,na,tgl-modal-43c,felicitous,,82
tgl-modal-evid43d,cir-pos-1,na,tgl-modal-43d,felicitous,,83
tgl-modal-evid44,cir-pos-2,na,tgl-modal-44,ungrammatical,,84
tgl-modal-evid44b,cir-pos-2,na,tgl-modal-44b,felicitous,,85
tgl-modal-evid45,cir-pos-3,na,tgl-modal-45,felicitous,,86
tgl-modal-evid45b,cir-pos-3,na,tgl-modal-45b,ungrammatical,,87
tgl-modal-evid45c,cir-pos-3,na,tgl-modal-45c,felicitous,,88
tgl-modal-evid46,cir-pos-4,na,tgl-modal-46,felicitous,,89
tgl-modal-evid46b,cir-pos-4,na,tgl-modal-46b,felicitous,preferred,90
tgl-modal-evid46c,cir-pos-4,na,tgl-modal-46c,felicitous,preferred,91
tgl-modal-evid47,cir-pos-5,na,tgl-modal-47,felicitous,,92
tgl-modal-evid47b,cir-pos-5,na,tgl-modal-47b,felicitous,,93
tgl-modal-evid47c,cir-pos-5,na,tgl-modal-47c,felicitous,,94
tgl-modal-evid48,cir-nnec-1,na,tgl-modal-48,felicitous,,95
tgl-modal-evid48b,cir-nnec-1,na,tgl-modal-48b,felicitous,,96
tgl-modal-evid48c,cir-nnec-1,na,tgl-modal-48c,felicitous,,97
tgl-modal-evid48d,cir-nnec-1,na,tgl-modal-48d,felicitous,,98
tgl-modal-evid49,cir-imp-1,na,tgl-modal-49,felicitous,,99
tgl-modal-evid49b,cir-imp-1,na,tgl-modal-49b,felicitous,,100
tgl-modal-evid50,cir-imp-2,na,tgl-modal-50,felicitous,,101
tgl-modal-evid50b,cir-imp-2,na,tgl-modal-50b,felicitous,,102
tgl-modal-evid50c,cir-imp-2,na,tgl-modal-50c,ungrammatical,,103
tgl-modal-evid51,cir-imp-3,na,tgl-modal-51,felicitous,,104
tgl-modal-evid51b,cir-imp-3,na,tgl-modal-51b,felicitous,,105
tgl-modal-evid51c,cir-imp-3,na,tgl-modal-51c,felicitous,,106
tgl-modal-evid51d,cir-imp-3,na,tgl-modal-51d,ungrammatical,,107
tgl-modal-evid52,bou-nec-1,na,tgl-modal-52,felicitous,,108
tgl-modal-evid53,bou-nec-2,na,tgl-modal-53,felicitous,,109
tgl-modal-evid54,bou-nec-3,na,tgl-modal-54,felicitous,,110
