ref,context,words,gloss,translation,comment
tgl-modal-31b,tel-wn-1,$Dapat         mo-ng                 mag-bus.,MOD 			you-LINK 	AG.V-bus. ,you should take the bus.,preferred
tgl-modal-31c,tel-wn-1,# Siguro pwede kang mag-bus kung gusto mong makatipid.,,Maybe you can take the bus if you want to save money.,
tgl-modal-32,tel-wn-2,Kailangan        d-um-aan         ka         sa         makipot         na         daan.,MOD 			AG.V-ride 	you 	DET 	narrow 		COMP 	road,you should go via the smaller roads. ,
tgl-modal-32b,tel-wn-2,$Dapat        d-um-aan         ka         sa         makipot         na         daan.,MOD 			AG.V-ride 	you 	DET 	narrow 		COMP 	road,you should go via the smaller roads. ,preferred
tgl-modal-33,tel-wn-3,Kailangan      mo-ng                 p-um-unta         sa         tindahan         ko        .,MOD                         you-LINK         AG.V-come         DET         shop                 my,You should come to my shop,
tgl-modal-33b,tel-wn-3,$Dapat        mo-ng                 p-um-unta         sa         tindahan         ko        .,MOD                         you-LINK         AG.V-come         DET         shop                 my,You should come to my shop,preferred
tgl-modal-34,tel-pos-1,Pwede-ng 	sa 	una 	ka 	d-um-aan.,MOD-LINK 	DET 	first 	you 	AG.V-ride/go/pass.through/etc,You can take the first way.,
tgl-modal-34b,tel-pos-1,maaari,MOD,,equally acceptable alternative provided by the reviewer
tgl-modal-34c,tel-pos-1,Pwede kang d-um-aan sa una,MOD ? AG.V-ride/go/pass.through/etc DET first,You can take the first way.,Alternative provided by the reviewer
tgl-modal-34d,tel-pos-1,Pwede ka sa una d-um-aan,MOD you DET first AG.V-ride/go/pass.through/etc,You can take the first way.,Alternative provided by the reviewer
tgl-modal-34e,tel-pos-1,# Siguro sa una ka d-um-aan kung ayaw mo sa coast.,,You can take the first way if you don’t want the coast.,
tgl-modal-35,tel-pos-2,Pwede         ka-ng                 p-um-unta         sa         swimming pool         sa         kanluran.,MOD 	you-LINK 	AG.V-go 	DET 	swimming pool DET 	West,You can go to the swimming pool to the west.,
tgl-modal-35b,tel-pos-2,maaari,MOD,,equally acceptable alternative provided by the reviewer
tgl-modal-36,tel-pos-3,Pwede 	ka-ng 		p-um-unta 	sa 	tindahan-(n)g 	ito.,MOD 	you-LINK 	AG.V-go 	DET 	shop-LINK 	this,You can go to this shop.,
tgl-modal-36b,tel-pos-3,maaari,MOD,,equally acceptable alternative provided by the reviewer
tgl-modal-37,tel-nnec-1,Pwede-ng	hindi 	ka 	mag-bus.,MOD-LINK         NEG         you         AG.V-bus,you don’t need to take the bus.,H.H. says this evaluates to ◇!(TAKE_BUS)
tgl-modal-37b,tel-nnec-1,Hindi mo kailangan-ng mag-bus,NEG you MOD-LINK  AG.V-bus,you don’t need to take the bus.,preferred
tgl-modal-38,tel-imp-1,Hindi  ka  pwede-ng  d-um-aan   sa  iba.,NEG 	you 	MOD-LINK 	AG.V-ride/go/etc 	DET another,you can’t take another road.,
tgl-modal-39,tel-imp-2,Hindi 	pwede-ng 	ma-talo 	ang 	UP 	sa 	Ateneo.,NEG 	MOD-LINK 	“beat”	 	DET 	U.P. 	to 	Ateneo ,Team A can’t lose to Team B.,
tgl-modal-40,cir-nec-1,Ihing-ihi 	na 	ako.,Pee                 NA         I,I have to pee so badly!,
tgl-modal-40b,cir-nec-1,Kailangan ko na talagang umihi. ,,I have to pee so badly!,
tgl-modal-41,cir-nec-2,Na-ba-bahing 		ako.,NA-(sneeze)-sneeze         I,I have to sneeze.,
tgl-modal-42,cir-nec-3,Sa 	kanan 	maka~(ka)-labas 		ang 	tubig.,DET 	right 	ABIL-contemplative-go.out 	DET 	water,the water must come out from the right output.,
tgl-modal-42b,cir-nec-3,Sa 	kanan 	lang 	makakalabas 	ang 	tubig,DET	right	only	<...>		DET	water,the water must come out from the right output. ,
tgl-modal-43,cir-pos-1,Pwede-ng         t-um-ubo         ang         duku         rito,MOD-LK         AV-grow         DET         duku         here,duku trees can grow here.,The consultant initially offered pwedeng for inanimate subject.
tgl-modal-43b,cir-pos-1,Kaya-ng 	tumubo 	ng 	duku 	rito,MOD-LK        AV-grow       duku         here,duku trees can grow here.,Kaya is more agentive.
tgl-modal-43c,cir-pos-1,Makakatubo ang duku dito,MOD DET duku here,duku trees can grow here.,not as agentive as the example with “kaya” and maybe more natural than the example with “pwede”
tgl-modal-43d,cir-pos-1,Mabubuhay ang duku dito,MOD DET duku here,duku trees can grow here.,
tgl-modal-44,cir-pos-2,* Kaya         ni         Amy         na         mag-luto         ng         traditional         pasta,* MOD 	DET 	Amy 	COMP 	AV-cook 	DET 	traditional 	pasta ,Amy can make traditional pasta,
tgl-modal-44b,cir-pos-2,Marunong si Amy magluto…,,Amy knows how to cook…,"probably more natural, but doesn’t have the modal"
tgl-modal-45,cir-pos-3,Kaya 	na-ng 			mag-lakad 	ni 	Ben,MOD 	PRT.already-LKR 	AV-walk 	DET 	Ben,Ben can walk now.,
tgl-modal-45b,cir-pos-3,* Kaya ni Ben na mag-lakad,MOD DET Ben PRT.already AV-walk,,
tgl-modal-45c,cir-pos-3,Na-kaka-lakad na si Ben,PRT.already-MOD-walk PRT.already DET Ben,Ben can walk now.,general ability vs. pragmatically influenced by his injury
tgl-modal-46,cir-pos-4,Kaya  pa 	ni 	Paul 	mag-buhat 	ng 	bato.,MOD PRT.still  DET 	Paul 	AV-carry 	DET 	rock,Paul can lift that rock.,
tgl-modal-46b,cir-pos-4,$Kaya pa ni Paul buhat-in ang bato=ng iyon,,Paul can lift that rock.,preferred
tgl-modal-46c,cir-pos-4,$Mabubuhat ni Paul ang bato=ng iyan,,Paul can lift that rock.,preferred
tgl-modal-47,cir-pos-5,Kaya-ng 	pag-kasya-hin 	ang 	dalawampung 	tao 	sa 	van.,MOD-LKR 	??-V.fit 		DET 	20 		person 	DET 	van,Travel vans can fit 20 people.,
tgl-modal-47b,cir-pos-5,Pwede,MOD,,equally acceptable alternative provided by the reviewer
tgl-modal-47c,cir-pos-5,Kasya 	 ang 	dalawampung 	tao 	sa 	van.,ADJ.fit  DET  20   person  DET  van,Travel vans can fit 20 people.,
tgl-modal-48,cir-nnec-1,"Pwede-ng         p-um-utok         ang         bulkan,                 pero         pwede         ring         hindi.","MOD-LKR         AV-erupt         DET         volcano,         but         MOD         PRT         NEG",The volcano doesn’t have to erupt.,
tgl-modal-48b,cir-nnec-1,maaari-ng,MOD-LKR,The volcano doesn’t have to erupt.,equally acceptable alternative provided by the reviewer
tgl-modal-48c,cir-nnec-1,Pwedeng hindi pumutok ang bulkan,MOD NEG AV-erupt  DET         volcano,The volcano doesn’t have to erupt.,equally acceptable alternative provided by the reviewer
tgl-modal-48d,cir-nnec-1,maaaring hindi pumutok ang bulkan,MOD NEG AV-erupt  DET         volcano,The volcano doesn’t have to erupt.,equally acceptable alternative provided by the reviewer
tgl-modal-49,cir-imp-1,Hindi 	kaya-ng 	mag-lakad 	ni 	Ben,NEG 	MOD-LKR 	AV-walk 	DET 	Ben,Ben can’t walk.,
tgl-modal-49b,cir-imp-1,Hindi na-kaka-lakad si Ben ,NEG ?-MOD-walk DET Ben,Ben can’t walk.,
tgl-modal-50,cir-imp-2,Hindi 	maka~ka-labas 	sa 	kaliwa 	ang 	tubig.,NEG 	AG.POT-go.out DET 	left 	DET 	water,the water can’t come out from the left output. ,
tgl-modal-50b,cir-imp-2,Hindi kayang lumabas sa kaliwa ng tubig.,,the water can’t come out from the left output. ,
tgl-modal-50c,cir-imp-2,*malabas,,,mailabas = to get something out 
tgl-modal-51,cir-imp-3,Hindi         ma~bu-buhay         ang         duku         rito.,NEG 	(ABTV)-live 	DET 	duku 	here,duku trees can’t grow here.,
tgl-modal-51b,cir-imp-3,Hindi         ma~bu-buhay         ang         duku         rito.,NEG         (ABTV)-live         DET         duku         here,duku trees can’t grow here.,Ma~bu-buhay = ma~ka-katubo
tgl-modal-51c,cir-imp-3,Hindi kayang mabuhay ng duku rito.,,duku trees can’t grow here.,
tgl-modal-51d,cir-imp-3,*ma~ka~buhay,,,
tgl-modal-52,bou-nec-1,Kailangan 	kong 		bilhin 	ito.,MOD 		1SG-LKR 	buy-PV it,I must buy it.,
tgl-modal-53,bou-nec-2,Kailangan 	ko-ng 		p-um-unta 	sa 	sinehan.,MOD 		1SG-LKR 	AV-go	 	DET 	cinema,I must go to the cinema.,
tgl-modal-54,bou-nec-3,Gusto	akong 		bisita-hin 	ng 	kaibigan 	ko.,Want 	1SG-LKR 	visit-PV 	DET 	friend 		my,My friend wants to come visit me.,
