ref,context,premise,example,judgment,comment,index
tur-modal-evid22,deo-pos-2,na,tur-modal-22,felicitous,,65
tur-modal-evid23,deo-nnec-1,na,tur-modal-23,felicitous,,66
tur-modal-evid23b,deo-nnec-1,na,tur-modal-23b,felicitous,marginal,67
tur-modal-evid23c,deo-nnec-1,na,tur-modal-23c,felicitous,,68
tur-modal-evid23d,deo-nnec-1,na,tur-modal-23d,ungrammatical,,69
tur-modal-evid24,deo-imp-1,na,tur-modal-24,felicitous,,70
tur-modal-evid24b,deo-imp-1,na,tur-modal-24b,felicitous,,71
tur-modal-evid24c,deo-imp-1,na,tur-modal-24c,infelicitous,,72
tur-modal-evid25,tel-nec-1,na,tur-modal-25,felicitous,,73
tur-modal-evid25b,tel-nec-1,na,tur-modal-25b,felicitous,,74
tur-modal-evid25c,tel-nec-1,na,tur-modal-25c,infelicitous,,75
tur-modal-evid26,tel-wn-1,na,tur-modal-26,felicitous,,76
tur-modal-evid26b,tel-wn-1,na,tur-modal-26b,felicitous,,77
tur-modal-evid26c,tel-wn-1,na,tur-modal-26c,felicitous,,78
tur-modal-evid26d,tel-wn-1,na,tur-modal-26d,infelicitous,,79
tur-modal-evid26e,tel-wn-1,na,tur-modal-26e,infelicitous,,80
tur-modal-evid26f,tel-wn-1,na,tur-modal-26f,infelicitous,,81
tur-modal-evid26j,tel-wn-1,na,tur-modal-26j,felicitous,,82
tur-modal-evid27,tel-pos-1,na,tur-modal-27,felicitous,,83
tur-modal-evid27b,tel-pos-1,na,tur-modal-27b,infelicitous,,84
tur-modal-evid28,tel-nnec-1,na,tur-modal-28,felicitous,,85
tur-modal-evid28b,tel-nnec-1,na,tur-modal-28b,felicitous,,86
tur-modal-evid28c,tel-nnec-1,na,tur-modal-28c,felicitous,marginal,87
tur-modal-evid28d,tel-nnec-1,na,tur-modal-28d,felicitous,,88
tur-modal-evid28e,tel-nnec-1,na,tur-modal-28e,felicitous,,89
tur-modal-evid29,tel-imp-1,na,tur-modal-29,felicitous,,90
tur-modal-evid30,cir-nec-1,na,tur-modal-30,felicitous,,91
tur-modal-evid30b,cir-nec-1,na,tur-modal-30b,felicitous,,92
tur-modal-evid30c,cir-nec-1,na,tur-modal-30c,infelicitous,,93
tur-modal-evid30d,cir-nec-1,na,tur-modal-30d,felicitous,,94
tur-modal-evid31,cir-nec-3,na,tur-modal-31,felicitous,,95
tur-modal-evid31b,cir-nec-3,na,tur-modal-31b,felicitous,,96
tur-modal-evid31c,cir-nec-3,na,tur-modal-31c,infelicitous,,97
tur-modal-evid32,cir-pos-1,na,tur-modal-32,felicitous,,98
tur-modal-evid32b,cir-pos-1,na,tur-modal-32b,infelicitous,,99
tur-modal-evid33,cir-pos-2,na,tur-modal-33,infelicitous,,100
tur-modal-evid33b,cir-pos-6,na,tur-modal-33b,felicitous,,101
tur-modal-evid33c,cir-pos-2,na,tur-modal-33c,felicitous,,102
tur-modal-evid33d,cir-pos-2,na,tur-modal-33d,infelicitous,,103
tur-modal-evid34,cir-nnec-1,na,tur-modal-34,felicitous,,104
tur-modal-evid34b,cir-nnec-1,na,tur-modal-34b,felicitous,,105
tur-modal-evid35,cir-imp-1,na,tur-modal-35,felicitous,,106
tur-modal-evid35b,cir-imp-1,na,tur-modal-35b,infelicitous,,107
tur-modal-evid36,cir-imp-2,na,tur-modal-36,felicitous,,108
tur-modal-evid36b,cir-imp-2,na,tur-modal-36b,felicitous,,109
tur-modal-evid37,bou-nec-1,na,tur-modal-37,felicitous,,110
tur-modal-evid37b,bou-nec-1,na,tur-modal-37b,felicitous,,111
tur-modal-evid37c,bou-nec-1,na,tur-modal-37c,felicitous,,112
tur-modal-evid38,bou-nec-2,na,tur-modal-38,felicitous,,113
tur-modal-evid39,bou-nec-3,na,tur-modal-39,felicitous,,114
