expression,force,flavor,can_express,evidence,polarity,syntactically_negated,full_form,notes
-ya + keyss-,weak necessity,teleological,?,,positive,no,V-ya + keyss-ta,
-ya + keyss-,weak,teleological,?,,positive,no,V-ya + keyss-ta,
-ya + keyss-,strong,circumstantial,1,kor-modal-evid38,positive,no,V-ya + keyss-ta,
-ya + keyss-,weak,circumstantial,?,,positive,no,V-ya + keyss-ta,
-ya + keyss-,strong,bouletic,?,,positive,no,V-ya + keyss-ta,
kes.i-coh-,strong,epistemic,?,,positive,no,clause + kes.i-coh-ta,"""Would be good"" paraphrase"
kes.i-coh-,weak necessity,epistemic,?,,positive,no,clause + kes.i-coh-ta,
kes.i-coh-,weak,epistemic,?,,positive,no,clause + kes.i-coh-ta,
kes.i-coh-,strong,deontic,?,,positive,no,clause + kes.i-coh-ta,
kes.i-coh-,weak necessity,deontic,?,,positive,no,clause + kes.i-coh-ta,
kes.i-coh-,weak,deontic,?,,positive,no,clause + kes.i-coh-ta,
kes.i-coh-,strong,teleological,?,,positive,no,clause + kes.i-coh-ta,
kes.i-coh-,weak necessity,teleological,1,"kor-modal-evid28, kor-modal-evid29",positive,no,clause + kes.i-coh-ta,
kes.i-coh-,weak,teleological,?,,positive,no,clause + kes.i-coh-ta,
kes.i-coh-,strong,circumstantial,?,,positive,no,clause + kes.i-coh-ta,
kes.i-coh-,weak,circumstantial,?,,positive,no,clause + kes.i-coh-ta,
kes.i-coh-,strong,bouletic,?,,positive,no,clause + kes.i-coh-ta,
ci(-to) molun-,strong,epistemic,?,,positive,no,clause + ci-to molun-ta,"inchoative ""not known"" paraphrase according to consultant "
ci(-to) molun-,weak necessity,epistemic,?,,positive,no,clause + ci-to molun-ta,
ci(-to) molun-,weak,epistemic,1,"kor-modal-evid7, kor-modal-evid7b, kor-modal-evid8",positive,no,clause + ci-to molun-ta,
ci(-to) molun-,strong,deontic,?,,positive,no,clause + ci-to molun-ta,
ci(-to) molun-,weak necessity,deontic,?,,positive,no,clause + ci-to molun-ta,
ci(-to) molun-,weak,deontic,?,,positive,no,clause + ci-to molun-ta,
ci(-to) molun-,strong,teleological,?,,positive,no,clause + ci-to molun-ta,
ci(-to) molun-,weak necessity,teleological,?,,positive,no,clause + ci-to molun-ta,
ci(-to) molun-,weak,teleological,?,,positive,no,clause + ci-to molun-ta,
ci(-to) molun-,strong,circumstantial,?,,positive,no,clause + ci-to molun-ta,
ci(-to) molun-,weak,circumstantial,?,,positive,no,clause + ci-to molun-ta,
ci(-to) molun-,strong,bouletic,?,,positive,no,clause + ci-to molun-ta,
swu(-to) iss-,strong,epistemic,?,,positive,no,clause + swu(-to) iss-...-ta,"""is a possibility"" paraphrase"
swu(-to) iss-,weak necessity,epistemic,?,,positive,no,clause + swu(-to) iss-...-ta,
swu(-to) iss-,weak,epistemic,1,"kor-modal-evid7c, kor-modal-evid7d, kor-modal-evid8b",positive,no,clause + swu(-to) iss-...-ta,
swu(-to) iss-,strong,deontic,?,,positive,no,clause + swu(-to) iss-...-ta,
swu(-to) iss-,weak necessity,deontic,?,,positive,no,clause + swu(-to) iss-...-ta,
swu(-to) iss-,weak,deontic,?,,positive,no,clause + swu(-to) iss-...-ta,
swu(-to) iss-,strong,teleological,?,,positive,no,clause + swu(-to) iss-...-ta,
swu(-to) iss-,weak necessity,teleological,?,,positive,no,clause + swu(-to) iss-...-ta,
swu(-to) iss-,weak,teleological,?,,positive,no,clause + swu(-to) iss-...-ta,
swu(-to) iss-,strong,circumstantial,?,,positive,no,clause + swu(-to) iss-...-ta,
swu(-to) iss-,weak,circumstantial,1,"kor-modal-evid40, kor-modal-evid41, kor-modal-evid42, kor-modal-evid43, kor-modal-evid44",positive,no,clause + swu(-to) iss-...-ta,
swu(-to) iss-,strong,bouletic,?,,positive,no,clause + swu(-to) iss-...-ta,
-to + toy-,strong,epistemic,?,,positive,no,V-to toy-...-ta,
-to + toy-,weak necessity,epistemic,?,,positive,no,V-to toy-...-ta,
-to + toy-,weak,epistemic,?,,positive,no,V-to toy-...-ta,
-to + toy-,strong,deontic,?,,positive,no,V-to toy-...-ta,
-to + toy-,strong,deontic,?,,positive,no,V-to toy-...-ta,
-to + toy-,weak necessity,deontic,?,,positive,no,V-to toy-...-ta,
-to + toy-,weak,deontic,1,"kor-modal-evid16, kor-modal-evid17, kor-modal-evid18, kor-modal-evid19, kor-modal-evid20",positive,no,V-to toy-...-ta,
-to + toy-,strong,teleological,?,,positive,no,V-to toy-...-ta,
-to + toy-,weak necessity,teleological,?,,positive,no,V-to toy-...-ta,
-to + toy-,weak,teleological,1,"kor-modal-evid31, kor-modal-evid32, kor-modal-evid33",positive,no,V-to toy-...-ta,
-to + toy-,strong,circumstantial,?,,positive,no,V-to toy-...-ta,
-to + toy-,weak,circumstantial,?,,positive,no,V-to toy-...-ta,
-to + toy-,strong,bouletic,?,,positive,no,V-to toy-...-ta,
-to + toy-,strong,epistemic,,,negative,high,,
-to + toy-,weak necessity,epistemic,,,negative,high,,
-to + toy-,weak,epistemic,,,negative,high,,
-to + toy-,strong,deontic,,,negative,high,,
-to + toy-,strong,deontic,1,"kor-modal-evid21b, kor-modal-evid22",negative,high,,
-to + toy-,weak necessity,deontic,,,negative,high,,
-to + toy-,weak,deontic,,,negative,high,,
-to + toy-,strong,teleological,1,kor-modal-evid34b,negative,high,NEG-to 	toyn-ta,
-to + toy-,weak necessity,teleological,,,negative,high,,
-to + toy-,weak,teleological,,,negative,high,,
-to + toy-,strong,circumstantial,,,negative,high,,
-to + toy-,weak,circumstantial,,,negative,high,,
-to + toy-,strong,bouletic,,,negative,high,,
philyo- eps-,strong,epistemic,1,kor-modal-evid9,negative,yes,philyo-NUN eps-...-ta,"""NONEX necessity"" paraphrase"
philyo- eps-,weak necessity,epistemic,?,,negative,yes,,
philyo- eps-,weak,epistemic,?,,negative,yes,,
philyo- eps-,strong,deontic,1,kor-modal-evid21,negative,yes,philyo-TUN eps-...ta,"""NEG necessary"" paraphrase"
philyo- eps-,weak necessity,deontic,?,,negative,yes,,
philyo- eps-,weak,deontic,?,,negative,yes,,
philyo- eps-,strong,teleological,1,kor-modal-evid34,negative,yes,philyo-NUN eps-...-ta,"""NONEX necessity"" paraphrase"
philyo- eps-,weak necessity,teleological,?,,negative,yes,,
philyo- eps-,weak,teleological,?,,negative,yes,,
philyo- eps-,strong,circumstantial,?,,negative,yes,,
philyo- eps-,weak,circumstantial,?,,negative,yes,,
philyo- eps-,strong,bouletic,?,,negative,yes,,
li-ka eps-,strong,epistemic,?,,negative,yes,li-ka eps-...-ta,
li-ka eps-,weak necessity,epistemic,?,,negative,yes,li-ka eps-...-ta,
li-ka eps-,weak,epistemic,1,"kor-modal-evid10, kor-modal-evid11",negative,yes,li-ka eps-...-ta,
li-ka eps-,strong,deontic,?,,negative,yes,li-ka eps-...-ta,
li-ka eps-,weak necessity,deontic,?,,negative,yes,li-ka eps-...-ta,
li-ka eps-,weak,deontic,?,,negative,yes,li-ka eps-...-ta,
li-ka eps-,strong,teleological,?,,negative,yes,li-ka eps-...-ta,
li-ka eps-,weak necessity,teleological,?,,negative,yes,li-ka eps-...-ta,
li-ka eps-,weak,teleological,?,,negative,yes,li-ka eps-...-ta,
li-ka eps-,strong,circumstantial,?,,negative,yes,li-ka eps-...-ta,
li-ka eps-,weak,circumstantial,?,,negative,yes,li-ka eps-...-ta,
li-ka eps-,strong,bouletic,?,,negative,yes,li-ka eps-...-ta,
-myeon an-toy-,strong,epistemic,?,,negative,yes,V-myeon an-toy-...-ta,
-myeon an-toy-,weak necessity,epistemic,?,,negative,yes,V-myeon an-toy-...-ta,
-myeon an-toy-,weak,epistemic,?,,negative,yes,V-myeon an-toy-...-ta,
-myeon an-toy-,strong,deontic,?,,negative,yes,V-myeon an-toy-...-ta,
-myeon an-toy-,weak necessity,deontic,?,,negative,yes,V-myeon an-toy-...-ta,
-myeon an-toy-,weak,deontic,1,"kor-modal-evid12c, kor-modal-evid23, kor-modal-evid24",negative,yes,V-myeon an-toy-...-ta,
-myeon an-toy-,strong,teleological,?,,negative,yes,V-myeon an-toy-...-ta,
-myeon an-toy-,weak necessity,teleological,?,,negative,yes,V-myeon an-toy-...-ta,
-myeon an-toy-,weak,teleological,1,"kor-modal-evid35, kor-modal-evid36",negative,yes,V-myeon an-toy-...-ta,
-myeon an-toy-,strong,circumstantial,?,,negative,yes,V-myeon an-toy-...-ta,
-myeon an-toy-,weak,circumstantial,?,,negative,yes,V-myeon an-toy-...-ta,
-myeon an-toy-,strong,bouletic,?,,negative,yes,V-myeon an-toy-...-ta,
swu + eps-,strong,epistemic,?,,negative,yes,swu eps-...-ta,
swu + eps-,weak necessity,epistemic,?,,negative,yes,swu eps-...-ta,
swu + eps-,weak,epistemic,?,,negative,yes,swu eps-...-ta,
swu + eps-,strong,deontic,?,,negative,yes,swu eps-...-ta,
swu + eps-,weak necessity,deontic,?,,negative,yes,swu eps-...-ta,
swu + eps-,weak,deontic,?,,negative,yes,swu eps-...-ta,
swu + eps-,strong,teleological,?,,negative,yes,swu eps-...-ta,
swu + eps-,weak necessity,teleological,?,,negative,yes,swu eps-...-ta,
swu + eps-,weak,teleological,?,,negative,yes,swu eps-...-ta,
swu + eps-,strong,circumstantial,?,,negative,yes,swu eps-...-ta,
swu + eps-,weak,circumstantial,1,"kor-modal-evid46, kor-modal-evid47",negative,yes,swu eps-...-ta,
swu + eps-,strong,bouletic,?,,negative,yes,swu eps-...-ta,
an -myeon an-toy-,strong,epistemic,?,,positive,no,an V-myeon an-toy-...-ta,double negated
an -myeon an-toy-,weak necessity,epistemic,?,,positive,no,an V-myeon an-toy-...-ta,
an -myeon an-toy-,weak,epistemic,?,,positive,no,an V-myeon an-toy-...-ta,
an -myeon an-toy-,strong,deontic,1,,positive,no,an V-myeon an-toy-...-ta,
an -myeon an-toy-,weak necessity,deontic,?,,positive,no,an V-myeon an-toy-...-ta,
an -myeon an-toy-,weak,deontic,?,,positive,no,an V-myeon an-toy-...-ta,
an -myeon an-toy-,strong,teleological,?,,positive,no,an V-myeon an-toy-...-ta,
an -myeon an-toy-,weak necessity,teleological,?,,positive,no,an V-myeon an-toy-...-ta,
an -myeon an-toy-,weak,teleological,?,,positive,no,an V-myeon an-toy-...-ta,
an -myeon an-toy-,strong,circumstantial,?,,positive,no,an V-myeon an-toy-...-ta,
an -myeon an-toy-,weak,circumstantial,?,,positive,no,an V-myeon an-toy-...-ta,
an -myeon an-toy-,strong,bouletic,?,,positive,no,an V-myeon an-toy-...-ta,
kath-,strong,epistemic,?,,negative,yes,,
kath-,weak necessity,epistemic,?,,negative,yes,,
kath-,weak,epistemic,?,,negative,yes,,
kath-,strong,deontic,?,,negative,yes,,
kath-,weak necessity,deontic,?,,negative,yes,,
kath-,weak,deontic,?,,negative,yes,,
kath-,strong,teleological,?,,negative,yes,,
kath-,weak necessity,teleological,?,,negative,yes,,
kath-,weak,teleological,?,,negative,yes,,
kath-,strong,circumstantial,?,,negative,yes,,
kath-,weak,circumstantial,1,kor-modal-evid45,negative,yes,V + kes kath-ta,“Likely” paraphrase
kath-,strong,bouletic,?,,negative,yes,,
