ref,context,premise,example,judgment,comment,index
ell-modal-evid13c,epi-nnec-2,na,ell-modal-13c,felicitous,marginal,34
ell-modal-evid14,epi-imp-1,na,ell-modal-14,felicitous,,35
ell-modal-evid14b,epi-imp-1,na,ell-modal-14b,felicitous,,36
ell-modal-evid15,epi-imp-2,na,ell-modal-15,felicitous,,37
ell-modal-evid15b,epi-imp-2,na,ell-modal-15b,infelicitous,,38
ell-modal-evid16,deo-nec-1,na,ell-modal-16,felicitous,,39
ell-modal-evid16b,deo-nec-1,na,ell-modal-16b,infelicitous,,40
ell-modal-evid17,deo-nec-4,na,ell-modal-17,felicitous,,41
ell-modal-evid18,deo-nec-2,na,ell-modal-18,felicitous,,42
ell-modal-evid18b,deo-nec-2,na,ell-modal-18b,felicitous,,43
ell-modal-evid19,deo-wn-1,na,ell-modal-19,felicitous,,44
ell-modal-evid19b,deo-wn-1,na,ell-modal-19b,infelicitous,,45
ell-modal-evid19c,deo-wn-1,na,ell-modal-19c,felicitous,,46
ell-modal-evid20,deo-wn-2,na,ell-modal-20,felicitous,,47
ell-modal-evid20b,deo-wn-2,na,ell-modal-20b,felicitous,marginal,48
ell-modal-evid20c,deo-wn-2,na,ell-modal-20c,felicitous,,49
ell-modal-evid21,deo-wn-3,na,ell-modal-21,felicitous,,50
ell-modal-evid21b,deo-wn-3,na,ell-modal-21b,infelicitous,,51
ell-modal-evid21c,deo-wn-3,na,ell-modal-21c,infelicitous,,52
ell-modal-evid22,deo-pos-1,na,ell-modal-22,felicitous,,53
ell-modal-evid22b,deo-pos-1,na,ell-modal-22b,infelicitous,,54
ell-modal-evid22c,deo-pos-1,na,ell-modal-22c,infelicitous,,55
ell-modal-evid23,deo-pos-2,na,ell-modal-23,felicitous,,56
ell-modal-evid24,deo-pos-3,na,ell-modal-24,felicitous,,57
ell-modal-evid24b,deo-pos-3,na,ell-modal-24b,felicitous,,58
ell-modal-evid25,deo-pos-4,na,ell-modal-25,felicitous,,59
ell-modal-evid25b,deo-pos-4,na,ell-modal-25b,infelicitous,,60
ell-modal-evid26,deo-pos-5,na,ell-modal-26,felicitous,,61
ell-modal-evid27,deo-nnec-1,na,ell-modal-27,felicitous,,62
ell-modal-evid27b,deo-nnec-1,na,ell-modal-27b,felicitous,,63
ell-modal-evid28,deo-nnec-2,na,ell-modal-28,felicitous,,64
ell-modal-evid28b,deo-nnec-2,na,ell-modal-28b,felicitous,,65
ell-modal-evid29,deo-imp-1,na,ell-modal-29,felicitous,,66
ell-modal-evid29b,deo-imp-1,na,ell-modal-29b,felicitous,,67
ell-modal-evid30,deo-imp-2,na,ell-modal-30,felicitous,,68
ell-modal-evid30b,deo-imp-2,na,ell-modal-30b,felicitous,,69
ell-modal-evid31,tel-nec-1,na,ell-modal-31,felicitous,,70
ell-modal-evid31b,tel-nec-1,na,ell-modal-31b,infelicitous,,71
ell-modal-evid32,tel-nec-2,na,ell-modal-32,felicitous,,72
ell-modal-evid32b,tel-nec-2,na,ell-modal-32b,infelicitous,,73
ell-modal-evid33,tel-nec-3,na,ell-modal-33,felicitous,,74
ell-modal-evid33b,tel-nec-3,na,ell-modal-33b,felicitous,marginal,75
ell-modal-evid34,tel-wn-1,na,ell-modal-34,felicitous,,76
ell-modal-evid34b,tel-wn-1,na,ell-modal-34b,felicitous,,77
ell-modal-evid35,tel-wn-2,na,ell-modal-35,felicitous,,78
ell-modal-evid35b,tel-wn-2,na,ell-modal-35b,infelicitous,,79
ell-modal-evid35c,tel-wn-2,na,ell-modal-35c,felicitous,,80
ell-modal-evid36,tel-wn-3,na,ell-modal-36,felicitous,,81
ell-modal-evid36b,tel-wn-3,na,ell-modal-36b,felicitous,,82
ell-modal-evid37,tel-pos-1,na,ell-modal-37,felicitous,,83
ell-modal-evid37b,tel-pos-1,na,ell-modal-37b,infelicitous,,84
ell-modal-evid38,tel-pos-2,na,ell-modal-38,felicitous,,85
ell-modal-evid38b,tel-pos-2,na,ell-modal-38b,felicitous,,86
ell-modal-evid39,tel-pos-3,na,ell-modal-39,felicitous,,87
ell-modal-evid39b,tel-pos-3,na,ell-modal-39b,infelicitous,,88
ell-modal-evid40,tel-nnec-1,na,ell-modal-40,felicitous,,89
ell-modal-evid40b,tel-nnec-1,na,ell-modal-40b,infelicitous,,90
ell-modal-evid40c,tel-nnec-1,na,ell-modal-40c,felicitous,,91
ell-modal-evid41,tel-imp-1,na,ell-modal-41,felicitous,,92
ell-modal-evid41b,tel-imp-1,na,ell-modal-41b,felicitous,marginal,93
ell-modal-evid42,tel-imp-2,na,ell-modal-42,felicitous,,94
ell-modal-evid42b,tel-imp-2,na,ell-modal-42b,infelicitous,,95
ell-modal-evid43,cir-nec-1,na,ell-modal-43,felicitous,,96
ell-modal-evid43b,cir-nec-1,na,ell-modal-43b,infelicitous,,97
ell-modal-evid44,cir-nec-2,na,ell-modal-44,felicitous,,98
ell-modal-evid45,cir-nec-3,na,ell-modal-45,felicitous,,99
ell-modal-evid45b,cir-nec-3,na,ell-modal-45b,felicitous,,100
ell-modal-evid45c,cir-nec-3,na,ell-modal-45c,infelicitous,,101
ell-modal-evid46,cir-pos-1,na,ell-modal-46,felicitous,,102
ell-modal-evid46b,cir-pos-1,na,ell-modal-46b,infelicitous,,103
ell-modal-evid47,cir-pos-2,na,ell-modal-47,felicitous,,104
ell-modal-evid47b,cir-pos-2,na,ell-modal-47b,infelicitous,,105
ell-modal-evid48,cir-pos-3,na,ell-modal-48,felicitous,,106
ell-modal-evid49,cir-pos-4,na,ell-modal-49,felicitous,,107
ell-modal-evid50,cir-pos-5,na,ell-modal-50,felicitous,,108
ell-modal-evid51,cir-nnec-1,na,ell-modal-51,felicitous,,109
ell-modal-evid51b,cir-nnec-1,na,ell-modal-51b,infelicitous,,110
ell-modal-evid51c,cir-nnec-1,na,ell-modal-51c,infelicitous,,111
ell-modal-evid51d,cir-nnec-1,na,ell-modal-51d,felicitous,,112
ell-modal-evid52,cir-imp-3,na,ell-modal-52,felicitous,,113
ell-modal-evid53,cir-imp-2,na,ell-modal-53,felicitous,,114
ell-modal-evid54,cir-imp-4,na,ell-modal-54,felicitous,,115
ell-modal-evid54b,cir-imp-4,na,ell-modal-54b,infelicitous,,116
ell-modal-evid55,bou-nec-1,na,ell-modal-55,felicitous,,117
ell-modal-evid55b,bou-nec-1,na,ell-modal-55b,felicitous,,118
ell-modal-evid55c,bou-nec-1,na,ell-modal-55c,felicitous,,119
ell-modal-evid56,bou-nec-2,na,ell-modal-56,felicitous,,120
ell-modal-evid56b,bou-nec-2,na,ell-modal-56b,felicitous,,121
ell-modal-evid57,bou-nec-3,na,ell-modal-57,felicitous,,122
ell-modal-evid57b,bou-nec-3,na,ell-modal-57b,felicitous,,123
