ref,context,words,gloss,translation,comment
khm-modal-15,epi-imp-2,Wiə 	mən-ac 		neuh.knong 	kroʔop 	ti 	bəy ,it 	NEG-MOD	be.in 		box	NUM	three,it can’t be in 3. ,
khm-modal-16,deo-nec-1,Neʔ 	treuh.tai 	peaʔ 	muə 	ka-piə,you 	MOD 		wear	CLF 	helmet,You must wear a helmet.,
khm-modal-16b,deo-nec-1,Neʔ 	cham.bac 	peaʔ 	muə 	ka-piə,you 	MOD 		wear	CLF 	helmet,You must wear a helmet.,
khm-modal-16c,deo-nec-1,Neʔ 	treuh.kaa 	peaʔ 	muə 	ka-piə,you 	MOD 		wear	CLF 	helmet,You must wear a helmet.,
khm-modal-17,deo-nec-2,Neʔ 	suə.sok.tôk 	treuh.tai 	caʔ.cən 	mo:n 	mau 	pra.muəj,You	 visitor 		MOD 		leave 		by 	hour six,Visitors must leave by 6pm.,
khm-modal-17b,deo-nec-2,Neʔ 	suə.sok.tôk 	cham.bac 	caʔ.cən 	mo:n 	mau 	pra.muəj,You	 visitor 		MOD 		leave 		by 	hour six,Visitors must leave by 6pm.,
khm-modal-18,deo-wn-1,Kjong         kuə.tai         pe:ʔ         khaw.al         prə.pəj.ni,I 	MOD 	wear 	clothes 		traditional,I ought to wear formal clothes,
khm-modal-19,deo-wn-2,Kniəw 		kuə.tai	liəng 	dai 	rop.bôh 	puəʔ.ke: 	phong.dai,customer 	MOD 	wash 	hand 	POSS 		they 		COMMENT,Customers ought to wash their hands too!,
khm-modal-20,deo-wn-3,Kjong 	kuə.tai 	peaʔ 	mas,I 	MOD 	wear 	mask,I ought to wear a mask.,
khm-modal-21,deo-pos-1,Martin 	ac-ciç 		kon.trôʔ.vəl 	(baan),Martin 	MOD-ride 	ferris.wheel 	PRTCL,Martin may ride the ferris wheel.,
khm-modal-21b,deo-pos-1,* Martin trəl-ciç kon.trôʔ.vəl,Martin 	MOD-ride 	ferris.wheel ,,
khm-modal-21c,deo-pos-1,# Martin pro-hai ciç kon.trôʔ.vəl ,Martin   MOD-MOD    ride  ferris.wheel ,,Only epistemic
khm-modal-22,deo-pos-2,Neʔ 	ac-choo		tau 	baan,you 	MOD-come	in 	PRTCL,You may enter.,
khm-modal-22b,deo-pos-2,Neʔ 	ac-choo 	tau,you         MOD-come         in,You may enter.,
khm-modal-22c,deo-pos-2,# Neʔ trel-choo tau,you         MOD-come         in,You may enter.,
khm-modal-22d,deo-pos-2,# Neʔ pro-hai choo tau baan,you  MOD-MOD  come   in  PRTCL,,Again seems to have an epistemic sense. 
khm-modal-23,deo-pos-3,Neʔ 	ac 	snaʔneuh 	penhmujup 	reu 	neʔ 	ac 	teu 	pteh,you 	MOD 	stay 		overnight	or 	you 	MOD 	go 	home,You can stay overnight or you can go home.,
khm-modal-24,deo-pos-4,Alice         ac         lə:g         koon         rokbôh         nieng         baan,Alice         MOD         pick.up         baby         POSS         woman         PRTCL,Alice can lift her baby.,
khm-modal-24b,deo-pos-4,Ben 	ac 	teuh 	haitək	 baan,Ben         MOD         go         swim         PRTCL,Beth can go swimming.,
khm-modal-25,deo-nnec-1,Knjom	mən-cham.bac 	peʔ 	koʔal  	səʔat,I 	NEG-MOD 	wear 	clothes 	nice,I don’t have to wear nice clothes.,
khm-modal-26,deo-nnec-2,knjom 	mən-chambac 	peʔ 	mah (tej),I         NEG-MOD         wear         mask (NEG),I don’t have to wear a mask.,
khm-modal-27,deo-imp-1,Mən-ac 	ciç 	moto: 		dǒykhəmiən 	muə 	kapiə (*baan/tej),NEG-MOD 	ride 	motorbike 	without 	CLF 	helmet (TEJ),you mustn’t ride a motorbike without a helmet.,
khm-modal-28,deo-imp-2,neʔ suə.sok.tôk mən-ac    snaʔneuh         [ləs // hoəh]         (pi)maũ         pra.muəi (tej),visitor 		NEG-MOD 		stay 		[after // past] 	HOUR 		six 	TEJ,Visitors mustn’t stay after 6pm.,
khm-modal-28b,deo-imp-2,neʔ suə.sok.tôk   mən-treuh      snaʔneuh         [ləs // hoəh]         (pi)maũ         pra.muəi (tej),visitor 		NEG-MOD 		stay 		[after // past] 	HOUR 		six 	TEJ,Visitors mustn’t stay after 6pm.,
khm-modal-29,tel-nec-1,Neʔ 	trəuh.tai 	teuh 	pleuh 	niç,you 	MOD 		go 	road 	this,you have to take this road.,
khm-modal-29b,tel-nec-1,Neʔ 	cham.bac 	teuh 	pleuh 	niç,you 	MOD 		go 	road 	this,you have to take this road.,
khm-modal-30,tel-nec-2,Scotland 	trəuh.tai		chəneh 	England,Scotland 	MOD 		win 	England,Scotland has to beat England.,
khm-modal-30b,tel-nec-2,Scotland 	cham.bac	chəneh 	 England,Scotland 	MOD 		win	 England,Scotland has to beat England.,
khm-modal-31,tel-nec-3,Jeung         trəuh.tai        kamông         pi         Gino ,we 	MOD 		order 		from 	Gino,We have to order from Gino’s,
khm-modal-31b,tel-nec-3,Jeung         cham.bac         kamông         pi         Gino,we 	MOD 		order 		from 	Gino,We have to order from Gino’s,
khm-modal-32,tel-wn-1,Neʔ         kuətai         chəreuh.reuh                         teuh.tam         lan.krong,you 	MOD 	selection.from.multiple.options 	take		bus,you should take the bus.,
khm-modal-33,tel-wn-2,Neʔ         kuətai         chəreuh.reuh                         pleuh         toj,you         MOD         select.from.multiple.options        road         smaller,you should take the smaller roads.,
khm-modal-34,tel-wn-3,Neʔ         kuətai         teuh         hang         rop.bôh         kənjôm                 teuh.tinh         al         təməj,you         MOD         go         buy         POSS                 I                 buy                shirt         new,You should go to my shop to buy a new shirt.,
khm-modal-35,tel-pos-1,Neʔ         ac-chəreuh.reuh                         pleuh         ti         muəj,you         MOD-select.from.multiple.options         road         NUM         one,You can take the first way.,
khm-modal-36,tel-pos-2,Jeung 	ac 	teuh 	anghaitək	 khang.ləc,we 	MOD 	go 	swimming.pool 	 to.the.west,We can go to the swimming pool to the west.,
khm-modal-37,tel-pos-3,Neʔ         ac         teuh.tinh         neuh         hang         niç,you 	MOD 	go.buy 		in 	shop 	this,You can go to this shop.,
khm-modal-38,tel-nnec-1,Neʔ 	mən-chambac 	chiç 	lankrong 	te: ,you 	NEG-MOD 	take 	bus 		TE,you don’t need to take the bus.,
khm-modal-39,tel-imp-1,Neʔ 	mən-ac 		teuh 	pleuh	 pəsejn 	te:,you 	NEG-MOD 	go	road 	 other 	TE,you can’t take another road.,
khm-modal-40,tel-imp-2,Grup 	A 	mən-ac 		canh 	grup 	B 	te:,team 	A 	NEG-MOD 	lose.to 	team 	B 	TE ,Team A can’t lose to Team B.,
khm-modal-41,cir-nec-1,knjom        chambac        treuh(.kaa)         teuh         bəntupteuk ,I           MOD                 go                 bathroom/toilet,I have to pee,chambac is optional but preferred
khm-modal-41b,cir-nec-1,knjom    treuh(.kaa)         teuh         bəntupteuk ,I     go                 bathroom/toilet,I have to pee,
khm-modal-41c,cir-nec-1,# chambac alone ,,,
khm-modal-41d,cir-nec-1,knjom treuh.tai teuh bəntupteuk ,I       go                 bathroom/toilet,I have to pee,
khm-modal-42,cir-nec-2,knjom         treuh.kaa         konʔtas,I         MOD                 sneeze,I have to sneeze.,
khm-modal-42b,cir-nec-2,# knjom treuh.tai konʔtas,I         MOD                 sneeze,,This is grammatical but dispreferred 
khm-modal-43,cir-nec-3,Teuk         treuh(.tai)         cənh                 mauk         kang         sədam,water 	MOD 		come.out 	from 	side 	right,the water must come out from the right side // output. ,
khm-modal-44,cir-pos-1,Dam        duku         ac-dam                 neuh         tih         niç         baan,tree 	duku 	MOD-grow 	in 	place 	this 	PRTCL,duku trees can grow here.,
khm-modal-45,cir-pos-2,Amy 	ac-təveuh 	(məhop) 	pasta 	baan,Amy 	MOD-make	(CLF)	 	pasta 	PRTCL,Amy can make (traditional Italian) pasta,
khm-modal-46,cir-pos-3,Ben         ac-da:                baan         (e-leuh niç),Ben         MOD-walk         PRTCL (now),Ben can walk now.,
khm-modal-47,cir-pos-4,Paul         ac-leug                 kəmo:         nup         baan,Paul         MOD-lift         rock         that         PRTCL ,Paul can lift that rock.,
khm-modal-48,cir-pos-5,Van         ac-daʔ                 muʔnus                 baan                 məpəj         neʔ,van         MOD-fit         people                 PRTCL         twenty         CLF  ,Travel vans can fit 20 people.,
khm-modal-49,cir-nnec-1,Ph_nom.pleunk 	mən-treuh 	baan 		pətuh,volcano         NEG-MOD        PRTCL         erupt,The volcano doesn’t have to erupt.,
khm-modal-50,cir-imp-3,Ben 	mən-ac 		daʔ 	(ban) 		te,Ben 	NEG-MOD 	walk 	PRTCL 	TE,Ben can’t walk.,
khm-modal-51,cir-imp-2,Tək         mən-ac                 cən                 mauk         kang         chwenh,water         NEG-MOD        come.out         from         side         left,the water can’t come out of the left side. ,
khm-modal-52,cir-imp-4,Dam 	duku 	mən-ac 		[dam // doh]	 neuh 	tih 	nih 	te:,tree         duku         NEG-MOD         grow                 LOC         place         here         TE,duku trees can’t grow here.,
khm-modal-53,bou-nec-1,knjom         treuh.tai        tenh,I 	MOD 			buy,I must buy it.,treuh.tai is preferred
khm-modal-53b,bou-nec-1,? knjom         treuh.kaa         tenh,I 	MOD 			buy,I must buy it.,treuh.kaa would be suitable if you are saying to the shop attendant “I would like to buy this”
khm-modal-54,bou-nec-2,knjom 	treuh.tai 	teuh 	meuh 	kon,I         MOD                 go         see         cinema,I must go to the cinema.,
khm-modal-55,bou-nec-3,puʔ.maʔ 	knjom.cjong 	maok 	lenh 	knjom,friend                 I.POSS                 want        come         visit ,My friend wants to come visit me.,
